folds:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
AllGestureWiimoteYEq,0.7514285714285714,0.7814285714285715,0.78,0.7985714285714286,0.7814285714285715,0.7642857142857142,0.78,0.7742857142857142,0.79,0.78,0.7842857142857143,0.7814285714285715,0.7485714285714286,0.7757142857142857,0.8028571428571428,0.81,0.7471428571428571,0.7571428571428571,0.7828571428571428,0.7942857142857143,0.7842857142857143,0.7628571428571429,0.7871428571428571,0.7871428571428571,0.7714285714285715,0.78,0.7771428571428571,0.78,0.7985714285714286,0.7857142857142857
AllGestureWiimoteZEq,0.7514285714285714,0.7157142857142857,0.7314285714285714,0.7357142857142858,0.7042857142857143,0.7414285714285714,0.7271428571428571,0.7242857142857143,0.7128571428571429,0.7185714285714285,0.7042857142857143,0.7057142857142857,0.7271428571428571,0.7,0.7328571428571429,0.6828571428571428,0.7528571428571429,0.7428571428571429,0.7228571428571429,0.7185714285714285,0.7514285714285714,0.7357142857142858,0.7314285714285714,0.7514285714285714,0.7328571428571429,0.7214285714285714,0.74,0.7142857142857143,0.7557142857142857,0.7214285714285714
AsphaltObstaclesUniEq,0.8925831202046036,0.8951406649616368,0.8925831202046036,0.8644501278772379,0.8746803069053708,0.9002557544757033,0.887468030690537,0.9002557544757033,0.8772378516624041,0.8976982097186701,0.8849104859335039,0.9002557544757033,0.8695652173913043,0.8721227621483376,0.8900255754475703,0.8670076726342711,0.9002557544757033,0.9028132992327366,0.8900255754475703,0.8772378516624041,0.8925831202046036,0.8823529411764706,0.8976982097186701,0.9028132992327366,0.9002557544757033,0.8976982097186701,0.8746803069053708,0.8772378516624041,0.9002557544757033,0.887468030690537
AsphaltPavementTypeUniEq,0.9043560606060606,0.8854166666666666,0.9043560606060606,0.8873106060606061,0.8816287878787878,0.9071969696969697,0.8910984848484849,0.9071969696969697,0.8939393939393939,0.9005681818181818,0.8986742424242424,0.9024621212121212,0.896780303030303,0.8948863636363636,0.8958333333333334,0.8939393939393939,0.8986742424242424,0.8948863636363636,0.8986742424242424,0.8948863636363636,0.8939393939393939,0.896780303030303,0.9015151515151515,0.8977272727272727,0.8996212121212122,0.8806818181818182,0.8816287878787878,0.9024621212121212,0.8797348484848485,0.9034090909090909
AsphaltRegularityUniEq,0.9840213049267643,0.9786950732356857,0.9693741677762983,0.9840213049267643,0.9786950732356857,0.9826897470039947,0.9826897470039947,0.9800266311584553,0.9786950732356857,0.9840213049267643,0.9720372836218375,0.9747003994673769,0.9760319573901465,0.9853528628495339,0.9773635153129161,0.9747003994673769,0.9760319573901465,0.9826897470039947,0.9826897470039947,0.9826897470039947,0.9733688415446072,0.9733688415446072,0.966711051930759,0.9786950732356857,0.9747003994673769,0.9786950732356857,0.9866844207723036,0.9853528628495339,0.9800266311584553,0.9840213049267643
Colposcopy,0.42574257425742573,0.38613861386138615,0.37623762376237624,0.40594059405940597,0.40594059405940597,0.42574257425742573,0.38613861386138615,0.40594059405940597,0.39603960396039606,0.36633663366336633,0.42574257425742573,0.38613861386138615,0.43564356435643564,0.42574257425742573,0.3564356435643564,0.39603960396039606,0.4158415841584158,0.37623762376237624,0.38613861386138615,0.38613861386138615,0.38613861386138615,0.37623762376237624,0.4158415841584158,0.43564356435643564,0.38613861386138615,0.38613861386138615,0.39603960396039606,0.36633663366336633,0.39603960396039606,0.37623762376237624
Covid3MonthDiscrete,1.0,0.8428571428571429,0.8142857142857143,0.8142857142857143,0.8428571428571429,0.8142857142857143,0.8285714285714286,0.8142857142857143,0.8,0.8,0.7571428571428571,0.8428571428571429,0.8285714285714286,0.7714285714285715,0.7714285714285715,0.8,0.7857142857142857,0.8142857142857143,0.8142857142857143,0.8,0.8714285714285714,0.8,0.8,0.7714285714285715,0.8142857142857143,0.8285714285714286,0.8285714285714286,0.7285714285714285,0.8285714285714286,0.8142857142857143
DodgerLoopDayNmv,0.5714285714285714,0.5324675324675324,0.6233766233766234,0.5844155844155844,0.5844155844155844,0.5584415584415584,0.5844155844155844,0.6103896103896104,0.5974025974025974,0.5194805194805194,0.6883116883116883,0.5454545454545454,0.5064935064935064,0.6103896103896104,0.6363636363636364,0.5324675324675324,0.5844155844155844,0.6363636363636364,0.6103896103896104,0.7012987012987013,0.5714285714285714,0.5844155844155844,0.5974025974025974,0.5844155844155844,0.6103896103896104,0.6103896103896104,0.5974025974025974,0.6233766233766234,0.6233766233766234,0.6363636363636364
DodgerLoopGameNmv,0.8976377952755905,0.8503937007874016,0.8188976377952756,0.8661417322834646,0.7874015748031497,0.889763779527559,0.8661417322834646,0.8503937007874016,0.84251968503937,0.8976377952755905,0.8267716535433071,0.9448818897637795,0.8503937007874016,0.7244094488188977,0.7716535433070866,0.889763779527559,0.8661417322834646,0.84251968503937,0.8740157480314961,0.8267716535433071,0.7716535433070866,0.8110236220472441,0.8346456692913385,0.8031496062992126,0.7401574803149606,0.889763779527559,0.8582677165354331,0.8267716535433071,0.8582677165354331,0.9212598425196851
DodgerLoopWeekendNmv,0.9841269841269841,0.9761904761904762,0.9841269841269841,0.9841269841269841,0.9761904761904762,0.9920634920634921,0.9761904761904762,0.9761904761904762,0.9841269841269841,0.9841269841269841,0.9841269841269841,1.0,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9920634920634921,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9920634920634921,0.9761904761904762,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9761904761904762,0.9761904761904762,0.9841269841269841,0.9841269841269841
ElectricDeviceDetection,0.8633227176220807,0.8930467091295117,0.8898619957537155,0.8903927813163482,0.8848195329087049,0.8901273885350318,0.8999469214437368,0.8914543524416136,0.8914543524416136,0.8980891719745223,0.8906581740976646,0.8819002123142251,0.8893312101910829,0.8927813163481954,0.8890658174097664,0.8903927813163482,0.8856157112526539,0.8946390658174098,0.8824309978768577,0.8882696390658175,0.8906581740976646,0.8972929936305732,0.8888004246284501,0.8888004246284501,0.8885350318471338,0.8872080679405521,0.8935774946921444,0.8858811040339702,0.8773885350318471,0.8824309978768577
FloodModeling1Discrete,1.0,0.9278131634819533,0.9278131634819533,0.9235668789808917,0.9320594479830149,0.9235668789808917,0.9150743099787686,0.940552016985138,0.940552016985138,0.8980891719745223,0.9447983014861996,0.9617834394904459,0.9617834394904459,0.9193205944798302,0.9235668789808917,0.8980891719745223,0.9235668789808917,0.8980891719745223,0.9193205944798302,0.9278131634819533,0.9193205944798302,0.9065817409766455,0.8980891719745223,0.9065817409766455,0.9320594479830149,0.940552016985138,0.9363057324840764,0.9490445859872612,0.9320594479830149,0.910828025477707
FloodModeling2Discrete,0.9506437768240343,0.9484978540772532,0.9699570815450643,0.9570815450643777,0.9527896995708155,0.9527896995708155,0.9635193133047211,0.9656652360515021,0.9656652360515021,0.9613733905579399,0.9592274678111588,0.9484978540772532,0.9527896995708155,0.9592274678111588,0.9613733905579399,0.9742489270386266,0.9484978540772532,0.9613733905579399,0.9570815450643777,0.9527896995708155,0.9613733905579399,0.9635193133047211,0.9699570815450643,0.9635193133047211,0.9635193133047211,0.9699570815450643,0.9570815450643777,0.9635193133047211,0.9570815450643777,0.9484978540772532
FloodModeling3Discrete,1.0,0.9254079254079254,0.9347319347319347,0.9020979020979021,0.916083916083916,0.9440559440559441,0.916083916083916,0.9347319347319347,0.9347319347319347,0.916083916083916,0.9207459207459208,0.9254079254079254,0.8927738927738927,0.9393939393939394,0.9300699300699301,0.9020979020979021,0.9254079254079254,0.9067599067599068,0.9533799533799534,0.9207459207459208,0.9020979020979021,0.9300699300699301,0.9487179487179487,0.9300699300699301,0.9300699300699301,0.9254079254079254,0.916083916083916,0.9347319347319347,0.9300699300699301,0.9207459207459208
GestureMidAirD1Eq,0.8,0.7153846153846154,0.7846153846153846,0.8538461538461538,0.7692307692307693,0.8153846153846154,0.7461538461538462,0.8538461538461538,0.7846153846153846,0.7307692307692307,0.7538461538461538,0.7153846153846154,0.7615384615384615,0.8307692307692308,0.7538461538461538,0.7538461538461538,0.8307692307692308,0.7538461538461538,0.7769230769230769,0.7538461538461538,0.8076923076923077,0.8,0.823076923076923,0.7692307692307693,0.7769230769230769,0.7769230769230769,0.7846153846153846,0.7538461538461538,0.7153846153846154,0.7846153846153846
GestureMidAirD2Eq,0.7230769230769231,0.6538461538461539,0.6846153846153846,0.6538461538461539,0.6461538461538462,0.6307692307692307,0.6692307692307692,0.6307692307692307,0.6461538461538462,0.6,0.6846153846153846,0.6615384615384615,0.6076923076923076,0.6538461538461539,0.6307692307692307,0.6384615384615384,0.6230769230769231,0.7076923076923077,0.6615384615384615,0.6538461538461539,0.6692307692307692,0.6384615384615384,0.5923076923076923,0.7461538461538462,0.7076923076923077,0.6538461538461539,0.6615384615384615,0.6076923076923076,0.6153846153846154,0.6384615384615384
GestureMidAirD3Eq,0.5769230769230769,0.5846153846153846,0.5230769230769231,0.5153846153846153,0.5384615384615384,0.6461538461538462,0.5692307692307692,0.5846153846153846,0.5692307692307692,0.45384615384615384,0.5384615384615384,0.5230769230769231,0.5307692307692308,0.5538461538461539,0.5846153846153846,0.4846153846153846,0.49230769230769234,0.5307692307692308,0.5846153846153846,0.5,0.5461538461538461,0.5461538461538461,0.5538461538461539,0.5769230769230769,0.5230769230769231,0.5769230769230769,0.5615384615384615,0.46153846153846156,0.49230769230769234,0.5
GesturePebbleZ1Eq,0.8953488372093024,0.9476744186046512,0.9534883720930233,0.9709302325581395,0.9534883720930233,0.9593023255813954,0.9593023255813954,0.9651162790697675,0.9767441860465116,0.9651162790697675,0.9709302325581395,0.9651162790697675,0.9244186046511628,0.9418604651162791,0.9593023255813954,0.9534883720930233,0.9593023255813954,0.9767441860465116,0.9883720930232558,0.9534883720930233,0.9244186046511628,0.9825581395348837,0.936046511627907,0.9418604651162791,0.9825581395348837,0.9651162790697675,0.936046511627907,0.9534883720930233,0.9709302325581395,0.9767441860465116
GesturePebbleZ2Eq,0.9113924050632911,0.9620253164556962,0.9746835443037974,0.9810126582278481,0.9873417721518988,0.9620253164556962,0.9810126582278481,0.9430379746835443,0.9556962025316456,0.9810126582278481,0.9620253164556962,0.9620253164556962,0.9683544303797469,0.9810126582278481,0.9873417721518988,0.9556962025316456,0.9810126582278481,0.9367088607594937,0.9683544303797469,0.9746835443037974,0.9873417721518988,0.9873417721518988,0.9620253164556962,0.9683544303797469,0.9556962025316456,0.9620253164556962,0.9683544303797469,0.9936708860759493,0.9556962025316456,0.9683544303797469
KeplerLightCurves,0.9699248120300752,0.9724310776942355,0.9724310776942355,0.9649122807017544,0.9598997493734336,0.9724310776942355,0.9724310776942355,0.9573934837092731,0.9649122807017544,0.9598997493734336,0.9548872180451128,0.9649122807017544,0.9724310776942355,0.9598997493734336,0.9674185463659147,0.9649122807017544,0.9624060150375939,0.9573934837092731,0.9699248120300752,0.9699248120300752,0.9724310776942355,0.9598997493734336,0.9624060150375939,0.9674185463659147,0.9573934837092731,0.9649122807017544,0.9724310776942355,0.9649122807017544,0.9699248120300752,0.9598997493734336
MelbournePedestrianNmv,0.9460974557999138,0.9379042690815006,0.9460974557999138,0.9460974557999138,0.9297110823630875,0.9344545062526951,0.9314359637774903,0.9439413540319103,0.9379042690815006,0.9301423027166882,0.9370418283742993,0.9396291504959035,0.9322984044846917,0.9288486416558862,0.9348857266062958,0.9361793876670979,0.9404915912031048,0.9396291504959035,0.9448037947391117,0.9417852522639069,0.9465286761535144,0.9314359637774903,0.9357481673134972,0.9400603708495041,0.931867184131091,0.9404915912031048,0.9409228115567054,0.9379042690815006,0.9409228115567054,0.9357481673134972
PhoneHeartbeatSound,0.6813186813186813,0.6648351648351648,0.6263736263736264,0.6648351648351648,0.6153846153846154,0.6208791208791209,0.6318681318681318,0.6373626373626373,0.6868131868131868,0.6373626373626373,0.6208791208791209,0.6483516483516484,0.6703296703296703,0.5989010989010989,0.6593406593406593,0.6483516483516484,0.6318681318681318,0.6538461538461539,0.6428571428571429,0.6483516483516484,0.6483516483516484,0.6538461538461539,0.6593406593406593,0.6483516483516484,0.6318681318681318,0.6263736263736264,0.6758241758241759,0.5879120879120879,0.6813186813186813,0.6538461538461539
PickupGestureWiimoteZEq,0.84,0.8,0.76,0.8,0.76,0.74,0.7,0.76,0.74,0.8,0.82,0.7,0.8,0.76,0.64,0.72,0.82,0.7,0.8,0.82,0.78,0.8,0.76,0.8,0.78,0.8,0.72,0.78,0.76,0.76
PLAIDEq,0.8901303538175046,0.88268156424581,0.8789571694599627,0.8994413407821229,0.8845437616387337,0.88268156424581,0.9050279329608939,0.8957169459962756,0.9068901303538175,0.8845437616387337,0.8864059590316573,0.8975791433891993,0.888268156424581,0.8621973929236499,0.8770949720670391,0.8733705772811918,0.88268156424581,0.88268156424581,0.8901303538175046,0.8603351955307262,0.8938547486033519,0.8789571694599627,0.8994413407821229,0.8845437616387337,0.9050279329608939,0.9106145251396648,0.8919925512104283,0.8752327746741154,0.8994413407821229,0.8770949720670391
ShakeGestureWiimoteZEq,0.92,0.94,0.96,0.92,0.98,0.94,0.92,0.96,0.92,0.92,0.98,0.92,0.98,0.98,0.96,0.92,0.94,0.98,0.92,0.92,0.94,1.0,0.86,0.98,0.94,0.92,0.9,0.98,0.92,0.98
SharePriceIncrease,0.6946169772256728,0.6863354037267081,0.6811594202898551,0.6863354037267081,0.6894409937888198,0.6832298136645962,0.6873706004140787,0.6904761904761905,0.6904761904761905,0.6935817805383023,0.6884057971014492,0.6894409937888198,0.6770186335403726,0.6884057971014492,0.6749482401656315,0.6842650103519669,0.6842650103519669,0.6956521739130435,0.6873706004140787,0.6873706004140787,0.6925465838509317,0.6832298136645962,0.6894409937888198,0.6832298136645962,0.6832298136645962,0.6873706004140787,0.6904761904761905,0.6853002070393375,0.6884057971014492,0.6853002070393375
Tools,0.8507462686567164,0.9328358208955224,0.8731343283582089,0.9104477611940298,0.9029850746268657,0.8805970149253731,0.8955223880597015,0.9029850746268657,0.8880597014925373,0.8880597014925373,0.8880597014925373,0.8656716417910447,0.9253731343283582,0.8805970149253731,0.8731343283582089,0.8432835820895522,0.8731343283582089,0.8582089552238806,0.8955223880597015,0.8731343283582089,0.9029850746268657,0.8880597014925373,0.9253731343283582,0.8955223880597015,0.8656716417910447,0.9029850746268657,0.8283582089552238,0.8955223880597015,0.8955223880597015,0.8731343283582089
